Date-Time,Focal,Weather,Temperature (F),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),1,2,3,4,5,6,7,8,AST 1,AST 2,AST 3,AST 4,AST 5,AST 6,AST 7,AST 8,ASH 1,ASH 2,ASH 3,ASH 4,ASH 5,ASH 6,ASH 7,ASH 8,SEL 1,SEL 2,SEL 3,SEL 4,SEL 5,SEL 6,SEL 7,SEL 8,Notes,Added Time,Referrer Name,Task Owner
07/01/2026 02:12 PM,Asteria,Sunny,87,0,319,Affiliative - Contact sit,Selene,0,131,Affiliative - Mutual grooming,Selene,131,159,Affiliative - Give grooming,Selene,159,304,Affiliative - Mutual grooming,Selene,321,1500,Affiliative - Contact sit,Ash,325,456,Affiliative - Give grooming,Ash,456,521,Stress-Related - Vigilance,,526,613,Affiliative - Mutual grooming,,524,1500,Affiliative - Contact sit,Selene,613,625,Affiliative - Receive grooming,Ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Social,Social,Social,Rest,Rest,Rest,Rest,,,,,,,,,Less than 2 m,Less than 2 m,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Body contact,Body contact,Body contact,Body contact,Body contact,,07/01/2026 14:26:29,,methall@wisc.edu
06/29/2026 02:12 PM,Ash,Sunny,97,1033,1126,Stress-Related - Vigilance,,1151,1254,Stress-Related - Vigilance,,1317,1322,Stress-Related - Vigilance,,1334,1410,Stress-Related - Vigilance,,1417,1425,Stress-Related - Self-groom,,1430,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Other,Other,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Less than 2 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/29/2026 14:27:07,,methall@wisc.edu
06/29/2026 12:53 PM,Ash,Sunny,97,940,945,Stress-Related - Self-scratch,,1035,1155,Stress-Related - Vigilance,,1251,1258,Stress-Related - Self-scratch,,1306,1310,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Other,Other,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,2-5 m,,06/29/2026 13:03:15,,methall@wisc.edu
06/29/2026 12:43 PM,Selene,Sunny,97,808,1004,Stress-Related - Vigilance,,1004,1010,Stress-Related - Self-scratch,,1010,1017,Stress-Related - Self-groom,,1017,1023,Stress-Related - Vigilance,,1130,1134,Stress-Related - Vigilance,,1234,1241,Stress-Related - Vigilance,,1316,1324,Stress-Related - Vigilance,,1342,1345,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,,06/29/2026 12:53:05,,methall@wisc.edu
06/29/2026 12:27 PM,Asteria,Sunny,97,0,27,Stress-Related - Vigilance,,109,115,Stress-Related - Vigilance,,148,343,Stress-Related - Vigilance,,350,409,Stress-Related - Self-groom,,454,659,Stress-Related - Vigilance,,752,756,Stress-Related - Vigilance,,837,841,Stress-Related - Vigilance,,1141,1144,Stress-Related - Vigilance,,1220,1229,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Rest,Rest,Rest,Rest,,,,,,,,,2-5 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/29/2026 12:42:58,,methall@wisc.edu
06/27/2026 11:36 AM,Asteria,Sunny,90,112,306,Agonistic - Chase,Adjacent group,126,128,Agonistic - Gape,Adjacent group,215,217,Agonistic - Gape,Adjacent group,254,256,Agonistic - Gape,Adjacent group,310,314,Stress-Related - Self-scratch,,552,647,Stress-Related - Vigilance,,647,652,Stress-Related - Self-scratch,,656,658,Stress-Related - Self-groom,,658,726,Stress-Related - Vigilance,,726,734,Stress-Related - Self-groom,,734,813,Stress-Related - Vigilance,,813,818,Stress-Related - Self-groom,,818,1028,Stress-Related - Vigilance,,1028,1032,Stress-Related - Self-groom,,1032,1055,Stress-Related - Vigilance,,1107,1115,Stress-Related - Self-groom,,1207,1214,Stress-Related - Vigilance,,1312,1316,Stress-Related - Self-scratch,,1335,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Other,Other,Rest,Other,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Batshit crazy,06/27/2026 11:48:22,,methall@wisc.edu
06/27/2026 11:21 AM,Ash,Sunny,90,710,718,Stress-Related - Self-groom,,807,825,Stress-Related - Vigilance,,952,1004,Stress-Related - Vigilance,,1050,1102,Stress-Related - Vigilance,,1254,1257,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Other,Rest,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,2-5 m,Over 5 m,2-5 m,,06/27/2026 11:35:51,,methall@wisc.edu
06/27/2026 11:06 AM,Selene,Sunny,90,6,9,Stress-Related - Self-scratch,,9,13,Stress-Related - Self-groom,,26,28,Stress-Related - Head throw-back,,35,42,Stress-Related - Vigilance,,42,44,Stress-Related - Head throw-back,,148,153,Stress-Related - Vigilance,,250,303,Affiliative - Give grooming,Asteria,459,517,Stress-Related - Vigilance,,543,606,Stress-Related - Vigilance,,633,638,Stress-Related - Vigilance,,803,808,Stress-Related - Vigilance,,813,815,Stress-Related - Vigilance,,840,912,Stress-Related - Vigilance,,939,941,Stress-Related - Head throw-back,,1040,1117,Stress-Related - Vigilance,,1150,1203,Stress-Related - Vigilance,,1403,1407,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Rest,Other,Locomotion,Rest,Other,Other,2-5 m,Less than 2 m,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,Less than 2 m,,,,,,,,,,06/27/2026 11:21:38,,methall@wisc.edu
06/26/2026 01:19 PM,Selene,Sunny,90,647,654,Stress-Related - Self-groom,,654,659,Stress-Related - Vigilance,,659,830,Stress-Related - Self-groom,,830,902,Stress-Related - Vigilance,,902,911,Stress-Related - Self-groom,,917,924,Stress-Related - Self-groom,,924,941,Stress-Related - Vigilance,,941,949,Stress-Related - Vigilance,,949,956,Stress-Related - Self-groom,,956,1027,Stress-Related - Vigilance,,1027,1051,Stress-Related - Self-groom,,1130,1139,Stress-Related - Vigilance,,1147,1210,Stress-Related - Vigilance,,1240,1250,Stress-Related - Self-groom,,1251,1253,Stress-Related - Head throw-back,,1303,1311,Stress-Related - Self-groom,,1333,1350,Stress-Related - Self-groom,,1402,1411,Stress-Related - Self-scratch,,1411,1434,Stress-Related - Self-groom,,1441,1444,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Other,Other,Other,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,,06/26/2026 13:29:27,,methall@wisc.edu
06/26/2026 01:09 PM,Ash,Sunny,90,900,905,Stress-Related - Self-groom,,1036,1052,Stress-Related - Vigilance,,1122,1129,Stress-Related - Vigilance,,1223,1315,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Other,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Over 5 m,,,,,,,,,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/26/2026 13:19:06,,methall@wisc.edu
06/26/2026 12:54 PM,Asteria,Sunny,90,0,240,Affiliative - Contact sit,Selene,9,19,Affiliative - Mutual grooming,Selene,103,116,Affiliative - Mutual grooming,Selene,127,150,Affiliative - Mutual grooming,Selene,150,232,Affiliative - Receive grooming,Selene,257,352,Stress-Related - Vigilance,,352,404,Stress-Related - Self-groom,,705,735,Stress-Related - Vigilance,,941,1044,Stress-Related - Vigilance,,1100,1126,Stress-Related - Vigilance,,1126,1128,Stress-Related - Self-groom,,1128,1335,Stress-Related - Vigilance,,1335,1337,Stress-Related - Self-groom,,1337,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Social,Other,Other,Other,Other,Other,Other,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,,06/26/2026 13:09:16,,methall@wisc.edu
06/24/2026 02:43 PM,Selene,Sunny,85,0,751,Affiliative - Contact sit,Asteria,802,829,Affiliative - Contact sit,Ash,806,829,Affiliative - Mutual grooming,Ash,912,920,Stress-Related - Vigilance,,923,925,Affiliative - Greet,Ash,1003,1007,Affiliative - Greet,Asteria,1230,1234,Stress-Related - Head throw-back,,1317,1343,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Forage,Other,Rest,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,,,,,,,,,,06/24/2026 14:53:46,,methall@wisc.edu
06/24/2026 02:34 PM,Ash,Sunny,85,0,1500,Affiliative - Contact sit,Asteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,06/24/2026 14:43:41,,methall@wisc.edu
06/24/2026 02:21 PM,Asteria,Sunny,85,0,1500,Affiliative - Contact sit,"Ash, Selene",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,,06/24/2026 14:33:59,,methall@wisc.edu
06/24/2026 12:35 PM,Asteria,Sunny,80,0,426,Affiliative - Contact sit,Ash,0,518,Stress-Related - Vigilance,,531,610,Stress-Related - Vigilance,,610,628,Stress-Related - Self-groom,,635,716,Stress-Related - Vigilance,,736,754,Stress-Related - Vigilance,,942,1121,Affiliative - Contact sit,Selene,946,1058,Affiliative - Mutual grooming,Selene,1030,1036,Stress-Related - Vigilance,,1058,1325,Stress-Related - Vigilance,,1345,1407,Stress-Related - Vigilance,,1407,1416,Stress-Related - Self-groom,,1416,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Rest,Social,Other,Other,,,,,,,,,Body contact,Body contact,Body contact,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,Body contact,2-5 m,Less than 2 m,,06/24/2026 12:50:53,,methall@wisc.edu
06/24/2026 12:26 PM,Selene,Sunny,80,843,846,Stress-Related - Vigilance,,903,911,Stress-Related - Self-groom,,932,950,Stress-Related - Self-groom,,959,1006,Stress-Related - Vigilance,,1023,1025,Stress-Related - Yawn,,1047,1059,Stress-Related - Vigilance,,1110,1112,Stress-Related - Yawn,,1129,1150,Stress-Related - Self-groom,,1227,1240,Stress-Related - Self-groom,,1249,1301,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,,06/24/2026 12:35:47,,methall@wisc.edu
06/24/2026 12:10 PM,Ash,Sunny,80,1159,1202,Stress-Related - Vigilance,,1228,1230,Stress-Related - Yawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Other,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/24/2026 12:26:11,,methall@wisc.edu
06/22/2026 02:46 PM,Selene,Sunny,82,27,39,Stress-Related - Vigilance,,48,53,Stress-Related - Vigilance,,218,227,Stress-Related - Vigilance,,227,239,Stress-Related - Self-groom,,248,250,Stress-Related - Vigilance,,255,259,Affiliative - Greet,Asteria,313,407,Affiliative - Mutual grooming,Asteria,428,553,Stress-Related - Vigilance,,553,609,Stress-Related - Self-groom,,609,618,Stress-Related - Vigilance,,618,624,Stress-Related - Self-groom,,624,631,Stress-Related - Vigilance,,656,909,Stress-Related - Vigilance,,909,1014,Stress-Related - Self-groom,,1029,1038,Stress-Related - Vigilance,,1050,1107,Stress-Related - Vigilance,,1132,1142,Stress-Related - Vigilance,,1240,1301,Stress-Related - Vigilance,,1341,1401,Stress-Related - Self-groom,,1401,1433,Stress-Related - Vigilance,,1433,1458,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Social,Other,Other,Other,Other,Other,2-5 m,2-5 m,Body contact,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,,,,,,,,,Thunder,06/22/2026 15:01:51,,methall@wisc.edu
06/22/2026 02:30 PM,Ash,Sunny,82,440,500,Stress-Related - Vigilance,,532,535,Stress-Related - Self-scratch,,535,813,Stress-Related - Vigilance,,813,820,Stress-Related - Self-scratch,,825,830,Stress-Related - Self-groom,,830,1039,Stress-Related - Vigilance,,1045,1053,Stress-Related - Vigilance,,1110,1131,Stress-Related - Vigilance,,1131,1136,Stress-Related - Self-groom,,1136,1155,Stress-Related - Vigilance,,1216,1311,Stress-Related - Vigilance,,1316,1323,Stress-Related - Self-scratch,,1323,1328,Stress-Related - Self-groom,,1328,1406,Stress-Related - Vigilance,,1448,1454,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Other,Other,Other,Other,Other,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,Thunder,06/22/2026 14:45:51,,methall@wisc.edu
06/22/2026 12:34 PM,Asteria,Sunny,82,145,147,Stress-Related - Vigilance,,427,429,Stress-Related - Vigilance,,442,449,Stress-Related - Vigilance,,538,541,Stress-Related - Vigilance,,912,919,Stress-Related - Vigilance,,1019,1021,Stress-Related - Vigilance,,1236,1327,Stress-Related - Vigilance,,1327,1340,Stress-Related - Self-groom,,1340,1441,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Other,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,06/22/2026 12:49:49,,methall@wisc.edu
06/22/2026 12:19 PM,Selene,Sunny,82,0,42,Stress-Related - Vigilance,,42,123,Stress-Related - Self-groom,,132,201,Stress-Related - Vigilance,,218,230,Stress-Related - Vigilance,,318,324,Stress-Related - Vigilance,,329,344,Stress-Related - Vigilance,,402,411,Stress-Related - Self-groom,,411,415,Stress-Related - Vigilance,,415,440,Stress-Related - Self-groom,,440,447,Stress-Related - Vigilance,,447,557,Stress-Related - Self-groom,,604,621,Stress-Related - Self-groom,,706,710,Stress-Related - Vigilance,,838,841,Stress-Related - Vigilance,,934,944,Stress-Related - Vigilance,,944,950,Affiliative - Greet,Asteria,950,1001,Affiliative - Give grooming,Asteria,1001,1008,Affiliative - Mutual grooming,Asteria,1008,1328,Affiliative - Give grooming,Asteria,1329,1422,Affiliative - Contact sit,Asteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Rest,Other,Rest,Social,Social,Rest,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,,06/22/2026 12:34:14,,methall@wisc.edu
06/22/2026 12:04 PM,Ash,Sunny,82,205,211,Stress-Related - Self-groom,,220,256,Stress-Related - Vigilance,,306,311,Stress-Related - Vigilance,,316,322,Stress-Related - Self-groom,,646,653,Stress-Related - Vigilance,,742,745,Stress-Related - Vigilance,,946,1014,Stress-Related - Self-groom,,1407,1436,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,,06/22/2026 12:18:42,,methall@wisc.edu
06/22/2026 11:48 AM,Asteria,Sunny,82,103,115,Affiliative - Contact sit,Selene,116,150,Affiliative - Contact sit,Ash,155,159,Stress-Related - Self-groom,,159,230,Stress-Related - Vigilance,,301,306,Stress-Related - Vigilance,,332,340,Stress-Related - Vigilance,,408,413,Stress-Related - Vigilance,,552,554,Stress-Related - Vigilance,,618,700,Stress-Related - Vigilance,,737,844,Stress-Related - Vigilance,,849,912,Stress-Related - Vigilance,,912,916,Stress-Related - Self-groom,,922,940,Stress-Related - Vigilance,,950,1022,Stress-Related - Vigilance,,1035,1057,Stress-Related - Vigilance,,1133,1222,Stress-Related - Vigilance,,1252,1426,Stress-Related - Vigilance,,1433,1440,Stress-Related - Pacing,,1440,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Rest,Rest,Other,Other,Other,Other,,,,,,,,,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,2-5 m,2-5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,,06/22/2026 12:04:05,,methall@wisc.edu
06/18/2026 12:06 PM,Asteria,Sunny,91,0,130,Affiliative - Contact sit,Ash,0,146,Stress-Related - Vigilance,,155,213,Stress-Related - Vigilance,,215,315,Affiliative - Mutual grooming,Ash,315,336,Affiliative - Give grooming,Ash,336,339,Affiliative - Receive grooming,Ash,339,407,Affiliative - Mutual grooming,Ash,407,418,Affiliative - Give grooming,Ash,428,452,Affiliative - Mutual grooming,Ash,452,501,Affiliative - Receive grooming,Ash,533,1500,Affiliative - Contact sit,Ash,533,607,Stress-Related - Vigilance,,720,722,Stress-Related - Vigilance,,1333,1343,Stress-Related - Vigilance,,1343,1406,Stress-Related - Self-groom,,1406,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Social,Other,Rest,Rest,Rest,Other,,,,,,,,,Body contact,Less than 2 m,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/18/2026 12:21:28,,methall@wisc.edu
06/18/2026 11:56 AM,Ash,Sunny,91,0,1500,Affiliative - Contact sit,Asteria,1309,1337,Affiliative - Mutual grooming,Asteria,1350,1413,Affiliative - Mutual grooming,Asteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Social,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/18/2026 12:06:16,,methall@wisc.edu
06/18/2026 11:30 AM,Selene,Sunny,91,0,23,Affiliative - Mutual grooming,Asteria,57,104,Stress-Related - Self-groom,,104,106,Stress-Related - Head throw-back,,148,150,Stress-Related - Head throw-back,,214,223,Stress-Related - Self-groom,,228,237,Stress-Related - Self-groom,,237,304,Stress-Related - Vigilance,,320,335,Stress-Related - Vigilance,,335,340,Stress-Related - Self-groom,,340,350,Stress-Related - Vigilance,,350,401,Stress-Related - Self-groom,,401,503,Stress-Related - Vigilance,,537,1010,Stress-Related - Vigilance,,1010,1012,Stress-Related - Head throw-back,,1031,1033,Stress-Related - Head throw-back,,1033,1045,Stress-Related - Vigilance,,1223,1230,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Other,Other,Other,Other,Other,Rest,Rest,Body contact,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Reunited!,06/18/2026 11:56:19,,methall@wisc.edu
06/17/2026 02:38 PM,Selene,Cloudy,82,0,143,Affiliative - Give grooming,Ash,145,1048,Affiliative - Contact sit,Ash,507,511,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,,,,,,,,,Asteria separate,06/17/2026 14:51:21,,methall@wisc.edu
