Date-Time,Focal,Weather,Temperature (F),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),1,2,3,4,5,6,7,8,DEL 1,DEL 2,DEL 3,DEL 4,DEL 5,DEL 6,DEL 7,DEL 8,CBR 1,CBR 2,CBR 3,CBR 4,CBR 5,CBR 6,CBR 7,CBR 8,PHA 1,PHA 2,PHA 3,PHA 4,PHA 5,PHA 6,PHA 7,PHA 8,LAU 1,LAU 2,LAU 3,LAU 4,LAU 5,LAU 6,LAU 7,LAU 8,JJO 1,JJO 2,JJO 3,JJO 4,JJO 5,JJO 6,JJO 7,JJO 8,Notes,Added Time,Referrer Name,Task Owner
07/09/2026 10:57 AM,Janis Joplin,Sunny,87,1134,1150,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,,07/09/2026 13:44:34,,methall@wisc.edu
07/09/2026 10:46 AM,Delilah,Sunny,87,624,642,Stress-Related - Vigilance,,915,930,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,07/09/2026 11:27:19,,methall@wisc.edu
07/09/2026 10:35 AM,Pearl Hart,Sunny,87,0,849,Affiliative - Contact sit,Janis Joplin,504,526,Affiliative - Mutual grooming,Janis Joplin,534,539,Stress-Related - Self-groom,,540,620,Affiliative - Give grooming,Janis Joplin,658,758,Affiliative - Mutual grooming,Janis Joplin,807,834,Affiliative - Receive grooming,Janis Joplin,917,928,Stress-Related - Self-groom,,1130,1208,Stress-Related - Vigilance,,1443,1449,Stress-Related - Self-groom,,1450,1500,Affiliative - Give grooming,Janis Joplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Social,Rest,Rest,Other,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,,07/09/2026 11:27:16,,methall@wisc.edu
07/09/2026 10:24 AM,Laurel,Sunny,87,634,727,Affiliative - Receive grooming,Delilah,736,747,Stress-Related - Vigilance,,902,904,Stress-Related - Head throw-back,,1026,1030,Stress-Related - Head throw-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,07/09/2026 11:27:14,,methall@wisc.edu
07/09/2026 10:13 AM,Janis Joplin,Sunny,87,511,528,Stress-Related - Self-groom,,528,534,Stress-Related - Vigilance,,534,554,Stress-Related - Self-groom,,614,631,Stress-Related - Self-groom,,758,802,Stress-Related - Vigilance,,918,1500,Affiliative - Contact sit,Pearl Hart,924,940,Affiliative - Receive grooming,Pearl Hart,943,1107,Affiliative - Mutual grooming,Pearl Hart,1107,1118,Affiliative - Receive grooming,Pearl Hart,1118,1253,Affiliative - Mutual grooming,Pearl Hart,1304,1317,Affiliative - Receive grooming,Pearl Hart,1317,1333,Affiliative - Mutual grooming,Pearl Hart,1333,1339,Affiliative - Receive grooming,Pearl Hart,1349,1415,Affiliative - Mutual grooming,Pearl Hart,1415,1500,Affiliative - Receive grooming,Pearl Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Other,Social,Social,Social,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,,,,,,,,,,07/09/2026 11:27:12,,methall@wisc.edu
07/09/2026 09:57 AM,Delilah,Sunny,87,0,45,Affiliative - Give grooming,Laurel,46,154,Affiliative - Contact sit,Laurel,48,101,Affiliative - Mutual grooming,Laurel,116,120,Affiliative - Give grooming,Laurel,224,231,Stress-Related - Self-scratch,,234,540,Affiliative - Contact sit,Pearl Hart,243,536,Affiliative - Mutual grooming,Pearl Hart,545,815,Affiliative - Contact sit,Charlie Brown,551,607,Affiliative - Mutual grooming,Charlie Brown,607,612,Affiliative - Receive grooming,Charlie Brown,612,740,Affiliative - Mutual grooming,Charlie Brown,740,1109,Stress-Related - Vigilance,,1135,1313,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Other,Social,Social,Other,Other,Other,Rest,,,,,,,,,Over 5 m,Over 5 m,Less than 2 m,Body contact,Body contact,Less than 2 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,Body contact,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,,07/09/2026 11:27:11,,methall@wisc.edu
07/08/2026 10:44 AM,Janis Joplin,Sunny,80,816,821,Stress-Related - Self-scratch,,826,829,Stress-Related - Self-scratch,,853,858,Stress-Related - Self-scratch,,901,903,Stress-Related - Self-scratch,,910,930,Stress-Related - Self-groom,,930,940,Stress-Related - Vigilance,,940,948,Stress-Related - Self-groom,,948,956,Stress-Related - Vigilance,,956,1000,Stress-Related - Self-scratch,,1009,1031,Stress-Related - Self-groom,,1031,1042,Stress-Related - Vigilance,,1042,1044,Stress-Related - Self-scratch,,1048,1056,Stress-Related - Self-groom,,1104,1116,Stress-Related - Self-groom,,1116,1121,Stress-Related - Vigilance,,1121,1139,Stress-Related - Self-groom,,1139,1202,Stress-Related - Vigilance,,1202,1208,Stress-Related - Self-scratch,,1208,1228,Stress-Related - Vigilance,,1258,1317,Affiliative - Receive grooming,Delilah,1317,1319,Submission - Be displaced,Pearl Hart,1321,1438,Affiliative - Contact sit,Laurel,1325,1341,Affiliative - Receive grooming,Laurel,1341,1400,Affiliative - Mutual grooming,Laurel,1400,1421,Affiliative - Receive grooming,Laurel,1421,1438,Affiliative - Mutual grooming,Laurel,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Other,Social,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Less than 2 m,Body contact,,,,,,,,,,07/08/2026 11:12:48,,methall@wisc.edu
07/08/2026 10:29 AM,Laurel,Sunny,80,328,330,Stress-Related - Head throw-back,,352,354,Stress-Related - Head throw-back,,416,420,Stress-Related - Vigilance,,422,424,Stress-Related - Head throw-back,,432,442,Stress-Related - Self-groom,,503,519,Stress-Related - Self-groom,,519,521,Stress-Related - Head throw-back,,527,529,Stress-Related - Head throw-back,,645,647,Stress-Related - Yawn,,715,719,Stress-Related - Self-groom,,727,729,Stress-Related - Head throw-back,,754,810,Stress-Related - Vigilance,,810,842,Stress-Related - Self-groom,,842,902,Stress-Related - Vigilance,,902,918,Stress-Related - Self-groom,,918,943,Stress-Related - Vigilance,,1129,1202,Stress-Related - Vigilance,,1202,1215,Stress-Related - Self-groom,,1333,1337,Stress-Related - Self-groom,,1345,1349,Stress-Related - Self-scratch,,1351,1405,Stress-Related - Self-groom,,1422,1431,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Other,Other,Other,Rest,Other,Other,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,2-5 m,2-5 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,07/08/2026 11:12:46,,methall@wisc.edu
07/08/2026 10:14 AM,Pearl Hart,Sunny,80,0,38,Stress-Related - Self-groom,,51,111,Stress-Related - Self-groom,,111,116,Stress-Related - Self-scratch,,116,124,Stress-Related - Self-groom,,128,132,Stress-Related - Self-scratch,,143,234,Stress-Related - Self-groom,,241,328,Stress-Related - Self-groom,,337,341,Stress-Related - Self-scratch,,341,350,Stress-Related - Self-groom,,350,357,Stress-Related - Vigilance,,421,515,Stress-Related - Self-groom,,634,700,Stress-Related - Self-groom,,731,752,Stress-Related - Self-groom,,808,813,Stress-Related - Self-groom,,848,855,Stress-Related - Self-groom,,906,910,Stress-Related - Self-groom,,910,929,Stress-Related - Vigilance,,929,940,Stress-Related - Self-groom,,943,1009,Affiliative - Contact sit,Laurel,959,1020,Stress-Related - Vigilance,,1020,1031,Stress-Related - Self-groom,,1059,1117,Stress-Related - Self-groom,,1117,1130,Stress-Related - Vigilance,,1206,1210,Stress-Related - Self-groom,,1210,1220,Stress-Related - Vigilance,,1341,1344,Stress-Related - Vigilance,,1344,1352,Stress-Related - Self-groom,,1352,1407,Stress-Related - Vigilance,,1407,1447,Stress-Related - Self-groom,,1447,1452,Stress-Related - Vigilance,,1452,1457,Stress-Related - Self-scratch,,,,,,Other,Other,Other,Other,Other,Other,Rest,Other,Less than 2 m,2-5 m,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,Body contact,Less than 2 m,Less than 2 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,,07/08/2026 11:12:44,,methall@wisc.edu
07/08/2026 09:59 AM,Delilah,Sunny,80,0,8,Stress-Related - Self-groom,,8,14,Stress-Related - Vigilance,,14,32,Stress-Related - Self-groom,,32,105,Stress-Related - Vigilance,,105,114,Stress-Related - Self-groom,,125,136,Stress-Related - Self-groom,,231,242,Stress-Related - Self-groom,,242,309,Stress-Related - Vigilance,,317,320,Affiliative - Greet,Pearl Hart,341,442,Stress-Related - Self-groom,,453,503,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/08/2026 11:12:41,,methall@wisc.edu
07/01/2026 10:30 AM,Delilah,Sunny,86,0,130,Affiliative - Contact sit,Charlie Brown,11,126,Affiliative - Mutual grooming,Charlie Brown,126,215,Affiliative - Give grooming,Charlie Brown,215,229,Affiliative - Mutual grooming,Charlie Brown,229,316,Affiliative - Receive grooming,Charlie Brown,325,502,Affiliative - Contact sit,Charlie Brown,327,502,Affiliative - Mutual grooming,Charlie Brown,505,508,Submission - Be displaced,Janis Joplin,507,509,Submission - Flee,Janis Joplin,552,558,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Social,Social,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Body contact,Body contact,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,07/06/2026 12:05:47,,methall@wisc.edu
07/02/2026 02:23 PM,Pearl Hart,Sunny,87,0,530,Affiliative - Contact sit,Janis Joplin,340,358,Affiliative - Mutual grooming,Janis Joplin,358,412,Affiliative - Give grooming,Janis Joplin,412,427,Affiliative - Receive grooming,Janis Joplin,427,524,Affiliative - Mutual grooming,Janis Joplin,634,647,Stress-Related - Vigilance,,1124,1128,Stress-Related - Self-scratch,,1232,1442,Affiliative - Contact sit,Janis Joplin,1246,1250,Stress-Related - Self-scratch,,1442,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Social,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,,07/02/2026 16:18:57,,methall@wisc.edu
07/02/2026 02:11 PM,Laurel,Sunny,87,647,759,Stress-Related - Vigilance,,818,837,Stress-Related - Vigilance,,934,1031,Stress-Related - Vigilance,,1107,1116,Stress-Related - Vigilance,,1305,1320,Stress-Related - Vigilance,,1408,1415,Stress-Related - Vigilance,,1421,1425,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,07/02/2026 16:18:56,,methall@wisc.edu
07/02/2026 02:00 PM,Delilah,Sunny,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,07/02/2026 16:18:54,,methall@wisc.edu
07/02/2026 01:49 PM,Janis Joplin,Sunny,87,0,850,Affiliative - Contact sit,Charlie Brown,347,415,Stress-Related - Vigilance,,851,910,Affiliative - Contact sit,Delilah,911,1151,Affiliative - Contact sit,Charlie Brown,1025,1153,Affiliative - Contact sit,Delilah,1153,1155,Agonistic - Displace,Delilah,1210,1435,Affiliative - Receive grooming,Pearl Hart,1443,1458,Affiliative - Contact sit,Charlie Brown,1452,1500,Affiliative - Contact sit,Pearl Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Other,Rest,Rest,Rest,Other,Social,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,,07/02/2026 16:18:53,,methall@wisc.edu
07/02/2026 01:35 PM,Pearl Hart,Sunny,87,859,903,Stress-Related - Self-scratch,,903,928,Stress-Related - Self-groom,,928,1027,Stress-Related - Vigilance,,948,950,Stress-Related - Yawn,,1226,1257,Stress-Related - Vigilance,,1347,1418,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Rest,Other,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/02/2026 16:18:51,,methall@wisc.edu
07/02/2026 11:44 AM,Janis Joplin,Sunny,85,0,158,Affiliative - Contact sit,Pearl Hart,156,207,Stress-Related - Vigilance,,442,502,Stress-Related - Self-groom,,443,1011,Affiliative - Contact sit,Pearl Hart,634,643,Stress-Related - Vigilance,,938,941,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Rest,Rest,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Less than 2 m,Less than 2 m,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,,07/02/2026 12:07:57,,methall@wisc.edu
07/02/2026 11:28 AM,Delilah,Sunny,85,1215,1500,Affiliative - Contact sit,Charlie Brown,1220,1344,Affiliative - Mutual grooming,Charlie Brown,1344,1400,Affiliative - Give grooming,Charlie Brown,1400,1450,Affiliative - Receive grooming,Charlie Brown,1450,1500,Affiliative - Mutual grooming,Charlie Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Social,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,,07/02/2026 12:07:55,,methall@wisc.edu
07/02/2026 11:14 AM,Laurel,Sunny,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,07/02/2026 12:07:54,,methall@wisc.edu
07/02/2026 11:00 AM,Pearl Hart,Sunny,85,0,807,Affiliative - Contact sit,Janis Joplin,834,900,Affiliative - Contact sit,Janis Joplin,921,1044,Stress-Related - Vigilance,,1341,1351,Stress-Related - Vigilance,,1432,1444,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,,07/02/2026 12:07:52,,methall@wisc.edu
07/02/2026 10:50 AM,Janis Joplin,Sunny,85,830,1500,Affiliative - Contact sit,Pearl Hart,835,854,Affiliative - Receive grooming,Pearl Hart,854,907,Affiliative - Mutual grooming,Pearl Hart,907,914,Affiliative - Receive grooming,Pearl Hart,936,940,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Body contact,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,,07/02/2026 12:07:51,,methall@wisc.edu
