Date-Time,Focal,Weather,Temperature (F),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),1,2,3,4,5,6,7,8,MAR 1,MAR 2,MAR 3,MAR 4,MAR 5,MAR 6,MAR 7,MAR 8,MAY 1,MAY 2,MAY 3,MAY 4,MAY 5,MAY 6,MAY 7,MAY 8,DDA 1,DDA 2,DDA 3,DDA 4,DDA 5,DDA 6,DDA 7,DDA 8,Notes,Added Time,Referrer Name,Task Owner
06/29/2026 10:50 AM,Delta Dawn,Sunny,95,37,42,Stress-Related - Self-groom,,57,110,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,,06/29/2026 13:05:18,,methall@wisc.edu
06/29/2026 10:40 AM,May Lillie,Sunny,95,743,754,Stress-Related - Self-groom,,1057,1120,Affiliative - Contact sit,May Lillie,1057,1116,Affiliative - Mutual grooming,May Lillie,1220,1230,Stress-Related - Vigilance,,1234,1453,Affiliative - Contact sit,Delta Dawn,1246,1306,Affiliative - Give grooming,Delta Dawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Other,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,,06/29/2026 13:05:13,,methall@wisc.edu
06/29/2026 10:27 AM,Marla,Sunny,95,1133,1138,Stress-Related - Self-scratch,,1350,1357,Stress-Related - Self-groom,,1410,1430,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Social,Other,Rest,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,06/29/2026 13:05:08,,methall@wisc.edu
06/29/2026 10:12 AM,Delta Dawn,Sunny,95,610,720,Affiliative - Give grooming,Marla,720,740,Affiliative - Mutual grooming,Marla,740,749,Affiliative - Give grooming,Marla,749,801,Affiliative - Receive grooming,Marla,810,818,Affiliative - Contact sit,Marla,845,850,Stress-Related - Self-scratch,,851,950,Affiliative - Contact sit,Marla,852,926,Affiliative - Give grooming,Marla,948,952,Agonistic - Displace,Marla,1021,1027,Stress-Related - Self-groom,,1037,1039,Stress-Related - Head throw-back,,1039,1100,Stress-Related - Vigilance,,1104,1214,Affiliative - Contact sit,May Lillie,1214,1216,Submission - Be displaced,May Lillie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Social,Other,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Less than 2 m,,,,,,,,,,06/29/2026 13:05:00,,methall@wisc.edu
06/29/2026 09:56 AM,May Lillie,Sunny,95,0,915,Affiliative - Contact sit,Delta Dawn,125,137,Stress-Related - Self-groom,,227,244,Stress-Related - Self-groom,,915,918,Agonistic - Displace,Delta Dawn,934,956,Affiliative - Receive grooming,Delta Dawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Body contact,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,,06/29/2026 13:04:53,,methall@wisc.edu
06/29/2026 09:41 AM,Marla,Sunny,95,120,133,Stress-Related - Self-groom,,222,235,Affiliative - Mutual grooming,May Lillie,235,244,Affiliative - Receive grooming,May Lillie,301,318,Affiliative - Give grooming,May Lillie,318,331,Affiliative - Mutual grooming,,336,413,Affiliative - Mutual grooming,May Lillie,301,503,Affiliative - Contact sit,May Lillie,413,428,Affiliative - Give grooming,May Lillie,428,444,Affiliative - Receive grooming,May Lillie,1312,1324,Stress-Related - Vigilance,,1329,1333,Stress-Related - Vigilance,,1358,1402,Stress-Related - Self-scratch,,1402,1410,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Social,Rest,Rest,Rest,Rest,Other,,,,,,,,,Less than 2 m,Less than 2 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/29/2026 13:04:49,,methall@wisc.edu
06/23/2026 01:51 PM,May Lillie,Sunny,95,14,105,Affiliative - Contact sit,Marla,15,20,Stress-Related - Self-scratch,,30,117,Stress-Related - Vigilance,,136,333,Stress-Related - Vigilance,,341,703,Stress-Related - Vigilance,,719,757,Stress-Related - Vigilance,,845,933,Stress-Related - Vigilance,,1058,1113,Stress-Related - Vigilance,,1156,1159,Stress-Related - Self-scratch,,1159,1325,Stress-Related - Vigilance,,1338,1426,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Locomotion,Other,Other,Other,Other,Other,Other,Other,2-5 m,2-5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,,06/23/2026 14:24:08,,methall@wisc.edu
06/23/2026 01:41 PM,Delta Dawn,Sunny,95,735,738,Stress-Related - Vigilance,,1145,1150,Stress-Related - Self-groom,,1318,1327,Stress-Related - Vigilance,,1327,1340,Stress-Related - Self-groom,,1355,1359,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,,,,,,,,,,06/23/2026 14:24:07,,methall@wisc.edu
06/23/2026 01:27 PM,Marla,Sunny,95,130,140,Stress-Related - Vigilance,,142,225,Stress-Related - Self-groom,,234,248,Affiliative - Give grooming,Delta Dawn,832,851,Stress-Related - Vigilance,,851,901,Stress-Related - Self-scratch,,901,916,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/23/2026 14:24:06,,methall@wisc.edu
06/23/2026 11:23 AM,Marla,Sunny,88,24,403,Affiliative - Contact sit,May Lillie,33,237,Affiliative - Give grooming,May Lillie,237,248,Stress-Related - Vigilance,,248,302,Stress-Related - Self-groom,,314,320,Stress-Related - Self-scratch,,320,329,Stress-Related - Self-groom,,337,403,Affiliative - Give grooming,May Lillie,405,445,Affiliative - Contact sit,Delta Dawn,417,434,Affiliative - Mutual grooming,Delta Dawn,501,753,Affiliative - Contact sit,Delta Dawn,508,513,Stress-Related - Self-groom,,513,542,Affiliative - Give grooming,Delta Dawn,542,605,Affiliative - Receive grooming,Delta Dawn,619,632,Affiliative - Give grooming,Delta Dawn,649,725,Affiliative - Mutual grooming,Delta Dawn,1103,1111,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Social,Social,Social,Rest,Rest,Rest,Rest,,,,,,,,,Less than 2 m,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,,06/23/2026 14:24:04,,methall@wisc.edu
06/23/2026 11:08 AM,May Lillie,Sunny,88,0,28,Stress-Related - Vigilance,,239,258,Stress-Related - Self-groom,,540,609,Stress-Related - Self-groom,,1024,1136,Affiliative - Receive grooming,Delta Dawn,1140,1500,Affiliative - Contact sit,Delta Dawn,1148,1153,Stress-Related - Self-groom,,1209,1500,Affiliative - Mutual grooming,Delta Dawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Rest,Rest,Other,Rest,Rest,Other,Social,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,,06/23/2026 14:24:03,,methall@wisc.edu
06/23/2026 10:45 AM,Delta Dawn,Sunny,88,352,356,Stress-Related - Self-scratch,,420,524,Affiliative - Give grooming,Marla,547,748,Affiliative - Receive grooming,May Lillie,708,858,Affiliative - Contact sit,May Lillie,858,908,Stress-Related - Vigilance,,1132,1142,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Social,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,2-5 m,Over 5 m,Over 5 m,,,,,,,,,,06/23/2026 14:24:02,,methall@wisc.edu
06/23/2026 10:32 AM,Marla,Sunny,85,0,340,Affiliative - Contact sit,May Lillie,332,418,Stress-Related - Vigilance,,416,916,Affiliative - Contact sit,Delta Dawn,525,700,Stress-Related - Vigilance,,811,827,Stress-Related - Vigilance,,827,904,Stress-Related - Self-groom,,904,916,Affiliative - Receive grooming,Delta Dawn,1317,1322,Stress-Related - Self-groom,,1322,1331,Stress-Related - Vigilance,,1331,1415,Stress-Related - Self-groom,,1424,1438,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Other,Other,Rest,Rest,Rest,Other,,,,,,,,,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,,06/23/2026 14:24:00,,methall@wisc.edu
06/23/2026 10:16 AM,May Lillie,Sunny,85,32,35,Stress-Related - Vigilance,,44,47,Stress-Related - Vigilance,,112,117,Stress-Related - Self-scratch,,126,216,Stress-Related - Self-groom,,253,302,Stress-Related - Self-groom,,306,328,Stress-Related - Vigilance,,349,401,Stress-Related - Vigilance,,538,550,Stress-Related - Vigilance,,604,608,Stress-Related - Vigilance,,637,749,Stress-Related - Self-groom,,749,800,Stress-Related - Vigilance,,800,810,Stress-Related - Self-groom,,810,821,Stress-Related - Vigilance,,834,840,Stress-Related - Self-groom,,810,1340,Affiliative - Contact sit,Marla,909,924,Stress-Related - Vigilance,,1209,1242,Stress-Related - Vigilance,,1332,1414,Stress-Related - Vigilance,,1414,1418,Stress-Related - Self-scratch,,1418,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Other,Rest,Other,Rest,Rest,Other,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Less than 2 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,06/23/2026 14:23:59,,methall@wisc.edu
06/23/2026 10:01 AM,Delta Dawn,Sunny,85,0,1500,Affiliative - Contact sit,Marla,1111,1115,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,,06/23/2026 12:30:15,,methall@wisc.edu
06/22/2026 10:30 AM,Delta Dawn,Sunny,80,202,205,Stress-Related - Vigilance,,1016,1024,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,,06/22/2026 10:51:49,,methall@wisc.edu
06/22/2026 10:16 AM,May Lillie,Sunny,80,0,135,Affiliative - Contact sit,Delta Dawn,24,51,Affiliative - Receive grooming,Delta Dawn,113,124,Affiliative - Receive grooming,Delta Dawn,217,232,Stress-Related - Vigilance,,1054,1106,Stress-Related - Self-groom,,1202,1216,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,06/22/2026 10:51:46,,methall@wisc.edu
06/22/2026 10:00 AM,Marla,Sunny,80,0,28,Stress-Related - Vigilance,,28,32,Stress-Related - Self-groom,,45,155,Stress-Related - Vigilance,,155,157,Stress-Related - Self-groom,,157,203,Stress-Related - Vigilance,,203,205,Affiliative - Greet,Delta Dawn,242,247,Stress-Related - Self-scratch,,247,255,Stress-Related - Vigilance,,322,339,Stress-Related - Vigilance,,402,406,Stress-Related - Self-scratch,,422,441,Stress-Related - Vigilance,,441,457,Stress-Related - Self-groom,,457,539,Stress-Related - Vigilance,,539,543,Stress-Related - Self-groom,,543,602,Stress-Related - Vigilance,,712,1253,Affiliative - Contact sit,May Lillie,818,842,Affiliative - Receive grooming,May Lillie,842,858,Affiliative - Mutual grooming,May Lillie,1016,1050,Affiliative - Mutual grooming,May Lillie,1053,1127,Affiliative - Give grooming,May Lillie,1127,1226,Affiliative - Receive grooming,May Lillie,1226,1239,Affiliative - Give grooming,May Lillie,1253,1300,Submission - Be displaced,Delta Dawn,1409,1418,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Locomotion,Other,Rest,Rest,Social,Rest,,,,,,,,,2-5 m,2-5 m,Over 5 m,Less than 2 m,Body contact,Body contact,Body contact,Less than 2 m,Over 5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,,06/22/2026 10:51:44,,methall@wisc.edu
06/18/2026 10:30 AM,May Lillie,Sunny,87,0,201,Stress-Related - Vigilance,,201,205,Stress-Related - Self-groom,,205,216,Stress-Related - Vigilance,,216,221,Stress-Related - Self-groom,,221,239,Stress-Related - Vigilance,,258,443,Stress-Related - Vigilance,,546,601,Stress-Related - Vigilance,,626,633,Stress-Related - Vigilance,,648,1055,Stress-Related - Vigilance,,1059,1107,Stress-Related - Self-groom,,1107,1132,Stress-Related - Vigilance,,1132,1139,Stress-Related - Self-groom,,1139,1156,Stress-Related - Vigilance,,1203,1314,Stress-Related - Vigilance,,1314,1339,Stress-Related - Self-groom,,1339,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Other,Other,Locomotion,Other,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Less than 2 m,Less than 2 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,"Physicals yesterday , locked in Mon morning to thurs morning",06/18/2026 11:05:44,,methall@wisc.edu
06/18/2026 10:14 AM,Delta Dawn,Sunny,87,105,113,Stress-Related - Self-groom,,125,133,Stress-Related - Self-groom,,133,141,Stress-Related - Vigilance,,141,146,Stress-Related - Self-scratch,,,,,,206,310,Stress-Related - Self-groom,,310,349,Stress-Related - Vigilance,,349,359,Stress-Related - Self-groom,,414,629,Stress-Related - Vigilance,,629,655,Stress-Related - Self-groom,,655,713,Stress-Related - Vigilance,,738,741,Stress-Related - Self-scratch,,812,828,Stress-Related - Vigilance,,849,850,Stress-Related - Self-scratch,,930,1112,Agonistic - Other,Marla,1122,1213,Stress-Related - Vigilance,,1213,1247,Stress-Related - Self-groom,,1300,1432,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Other,Other,Locomotion,Other,Other,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Over 5 m,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,,,,,,,,,,"Physicals yesterday , locked in Mon morning to thurs morning
other = follow\stalk",06/18/2026 11:05:41,,methall@wisc.edu
06/18/2026 09:57 AM,Marla,Sunny,87,51,57,Stress-Related - Vigilance,,57,103,Stress-Related - Self-groom,,103,109,Stress-Related - Self-groom,,109,123,Stress-Related - Vigilance,,123,217,Stress-Related - Self-groom,,230,241,Stress-Related - Self-groom,,241,243,Stress-Related - Vigilance,,243,254,Stress-Related - Self-groom,,254,305,Stress-Related - Vigilance,,308,507,Stress-Related - Self-groom,,510,522,Stress-Related - Self-scratch,,522,536,Stress-Related - Vigilance,,536,547,Stress-Related - Self-groom,,554,644,Stress-Related - Self-groom,,644,657,Submission - Avoid,Delta Dawn,704,711,Stress-Related - Self-groom,,823,847,Stress-Related - Self-groom,,847,857,Stress-Related - Vigilance,,857,930,Stress-Related - Self-groom,,1028,1107,Stress-Related - Self-groom,,1107,1111,Stress-Related - Self-scratch,,1125,1206,Stress-Related - Self-groom,,1215,1222,Stress-Related - Self-groom,,1222,1228,Stress-Related - Vigilance,,1228,1232,Stress-Related - Self-groom,,1232,1242,Stress-Related - Vigilance,,1242,1310,Stress-Related - Self-groom,,1343,1431,Stress-Related - Self-groom,,1431,1440,Stress-Related - Vigilance,,1440,1450,Stress-Related - Self-groom,,1450,1456,Stress-Related - Vigilance,,,,,,Rest,Other,Other,Rest,Rest,Other,Other,Other,,,,,,,,,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,"Physicals yesterday , locked in Mon morning to thurs morning",06/18/2026 11:05:39,,methall@wisc.edu
06/09/2026 10:40 AM,Marla,Sunny,89,543,545,Submission - Be displaced,Delta Dawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,06/09/2026 11:07:27,,methall@wisc.edu
06/09/2026 10:24 AM,May Lillie,Sunny,89,725,736,Stress-Related - Self-groom,,736,747,Stress-Related - Vigilance,,836,851,Stress-Related - Self-groom,,910,926,Stress-Related - Vigilance,,926,1026,Affiliative - Mutual grooming,Delta Dawn,937,1121,Affiliative - Contact sit,Delta Dawn,1026,1112,Affiliative - Give grooming,Delta Dawn,1151,1208,Stress-Related - Self-scratch,,1232,1322,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Social,Other,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Less than 2 m,,,06/09/2026 11:07:26,,methall@wisc.edu
06/09/2026 10:09 AM,Delta Dawn,Sunny,89,0,28,Stress-Related - Vigilance,,28,38,Stress-Related - Self-groom,,51,55,Stress-Related - Vigilance,,55,112,Stress-Related - Self-groom,,112,135,Stress-Related - Vigilance,,152,228,Affiliative - Mutual grooming,May Lillie,301,315,Affiliative - Contact sit,May Lillie,315,345,Stress-Related - Vigilance,,415,425,Stress-Related - Vigilance,,425,437,Stress-Related - Self-groom,,437,447,Stress-Related - Vigilance,,541,554,Stress-Related - Self-groom,,630,657,Stress-Related - Vigilance,,657,700,Stress-Related - Head throw-back,,700,737,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Social,Locomotion,Other,Other,Rest,Rest,Rest,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,,,,,,,,,,06/09/2026 11:07:24,,methall@wisc.edu
06/08/2026 11:14 AM,Delta Dawn,Cloudy,78,17,22,Stress-Related - Vigilance,,22,40,Stress-Related - Self-groom,,109,124,Stress-Related - Vigilance,,154,311,Affiliative - Give grooming,May Lillie,320,516,Affiliative - Contact sit,Marla,324,430,Affiliative - Receive grooming,Marla,430,455,Affiliative - Mutual grooming,Marla,458,530,Affiliative - Contact sit,May Lillie,540,605,Stress-Related - Self-groom,,718,815,Affiliative - Receive grooming,May Lillie,849,945,Stress-Related - Vigilance,,1000,1350,Affiliative - Receive grooming,May Lillie,1350,1417,Affiliative - Mutual grooming,May Lillie,1350,1437,Affiliative - Contact sit,May Lillie,1417,1437,Affiliative - Receive grooming,May Lillie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Social,Social,Other,Social,Social,Social,Social,2-5 m,Less than 2 m,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Body contact,Less than 2 m,Less than 2 m,Body contact,Body contact,Body contact,Body contact,,,,,,,,,,06/08/2026 11:52:25,,methall@wisc.edu
06/08/2026 10:59 AM,May Lillie,Cloudy,78,525,602,Affiliative - Mutual grooming,Marla,525,628,Affiliative - Contact sit,Marla,1244,1254,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Social,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,06/08/2026 11:52:24,,methall@wisc.edu
