Date-Time,Focal,Weather,Temperature (F),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),1,2,3,4,5,6,7,8,AUT 1,AUT 2,AUT 3,AUT 4,AUT 5,AUT 6,AUT 7,AUT 8,POL 1,POL 2,POL 3,POL 4,POL 5,POL 6,POL 7,POL 8,CHA 1,CHA 2,CHA 3,CHA 4,CHA 5,CHA 6,CHA 7,CHA 8,TCH 1,TCH 2,TCH 3,TCH 4,TCH 5,TCH 6,TCH 7,TCH 8,Notes,Added Time,Referrer Name,Task Owner
06/12/2026 10:19 AM,Autumn,Sunny,83,217,234,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/12/2026 11:41:57,,methall@wisc.edu
06/12/2026 10:36 AM,Polli,Sunny,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,,06/12/2026 11:41:59,,methall@wisc.edu
06/12/2026 10:49 AM,Chagall,Sunny,83,0,52,Stress-Related - Vigilance,,1005,1010,Stress-Related - Self-scratch,,1216,1221,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Rest,Rest,Rest,Rest,Other,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,06/12/2026 11:42:00,,methall@wisc.edu
06/12/2026 11:03 AM,Tracy Champan,Sunny,84,4,343,Affiliative - Contact sit,Chagall,9,128,Affiliative - Give grooming,Chagall,132,148,Affiliative - Mutual grooming,Chagall,203,209,Stress-Related - Self-scratch,,216,331,Affiliative - Give grooming,Chagall,405,414,Stress-Related - Vigilance,,430,439,Stress-Related - Vigilance,,552,557,Stress-Related - Self-groom,,557,958,Stress-Related - Vigilance,,1236,1305,Affiliative - Give grooming,Chagall,1320,1500,Affiliative - Contact sit,Chagall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Locomotion,Other,Rest,Other,Other,Other,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,2-5 m,2-5 m,Less than 2 m,2-5 m,Over 5 m,Less than 2 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,,,,,,,,,,06/12/2026 11:42:02,,methall@wisc.edu
06/12/2026 11:19 AM,Autumn,Sunny,84,551,1013,Affiliative - Contact sit,Polli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/12/2026 11:42:05,,methall@wisc.edu
06/13/2026 09:37 AM,Autumn,Sunny,85,114,122,Stress-Related - Vigilance,,301,524,Stress-Related - Vigilance,,540,545,Stress-Related - Vigilance,,545,552,Stress-Related - Self-scratch,,552,618,Stress-Related - Vigilance,,823,835,Stress-Related - Vigilance,,900,905,Stress-Related - Vigilance,,1030,1037,Stress-Related - Vigilance,,1300,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Other,Other,Rest,Rest,Rest,Other,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/13/2026 11:26:54,,methall@wisc.edu
06/13/2026 09:52 AM,Polli,Sunny,85,0,58,Stress-Related - Vigilance,,110,114,Stress-Related - Vigilance,,142,148,Stress-Related - Vigilance,,152,337,Stress-Related - Vigilance,,338,357,Stress-Related - Self-groom,,1310,1350,Stress-Related - Vigilance,,1357,1401,Stress-Related - Self-groom,,1401,1417,Stress-Related - Vigilance,,1417,1449,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Rest,Rest,Rest,Rest,Rest,Other,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/13/2026 11:26:56,,methall@wisc.edu
06/13/2026 10:02 AM,Chagall,Sunny,85,552,709,Affiliative - Contact sit,Autumn,557,726,Stress-Related - Vigilance,,726,735,Stress-Related - Self-groom,,735,747,Stress-Related - Vigilance,,826,918,Affiliative - Contact sit,Autumn,834,928,Stress-Related - Vigilance,,953,1059,Affiliative - Contact sit,Tracy Chapman,955,1019,Affiliative - Mutual grooming,Tracy Chapman,1019,1053,Affiliative - Give grooming,Tracy Chapman,1140,1341,Affiliative - Contact sit,Tracy Chapman,1143,1206,Affiliative - Mutual grooming,Tracy Chapman,1224,1332,Affiliative - Give grooming,Tracy Chapman,1337,1340,Stress-Related - Self-groom,,1414,1422,Stress-Related - Self-scratch,,1426,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Other,Rest,Social,Social,Locomotion,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,2-5 m,,06/13/2026 11:26:58,,methall@wisc.edu
06/13/2026 10:17 AM,Tracy Champan,Sunny,85,0,11,Stress-Related - Vigilance,,11,15,Stress-Related - Self-scratch,,524,554,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,,06/13/2026 11:26:59,,methall@wisc.edu
06/13/2026 10:27 AM,Autumn,Sunny,87,0,210,Affiliative - Contact sit,"Polli, Chagall",215,245,Affiliative - Contact sit,Chagall,220,245,Affiliative - Mutual grooming,Chagall,312,327,Stress-Related - Vigilance,,350,356,Stress-Related - Self-groom,,356,411,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Other,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Body contact,Body contact,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Over 5 m,,06/13/2026 11:27:01,,methall@wisc.edu
06/13/2026 10:38 AM,Polli,Sunny,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/13/2026 11:27:02,,methall@wisc.edu
06/13/2026 10:51 AM,Chagall,Sunny,87,1019,1027,Stress-Related - Self-groom,,1027,1107,Stress-Related - Vigilance,,1114,1128,Affiliative - Give grooming,Autumn,1142,1156,Stress-Related - Self-groom,,1302,1328,Stress-Related - Vigilance,,1340,1345,Affiliative - Receive grooming,Tracy Chapman,1359,1500,Affiliative - Give grooming,Tracy Chapman,1357,1500,Affiliative - Contact sit,Tracy Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Social,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,,06/13/2026 11:27:05,,methall@wisc.edu
06/13/2026 11:05 AM,Tracy Champan,Sunny,87,123,132,Stress-Related - Vigilance,,148,208,Stress-Related - Vigilance,,230,307,Affiliative - Contact sit,Chagall,315,327,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Rest,Rest,Rest,Rest,Rest,Rest,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,,06/13/2026 11:27:06,,methall@wisc.edu
06/17/2026 09:33 AM,Tracy Champan,Cloudy,78,641,1500,Affiliative - Contact sit,Chagall,713,718,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Body contact,Body contact,,,,,,,,,,06/17/2026 11:29:52,,methall@wisc.edu
06/17/2026 09:48 AM,Autumn,Cloudy,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,06/17/2026 11:29:53,,methall@wisc.edu
06/17/2026 09:58 AM,Chagall,Cloudy,78,347,949,Affiliative - Contact sit,Tracy Chapman,515,541,Affiliative - Receive grooming,Tracy Chapman,838,854,Stress-Related - Vigilance,,854,930,Stress-Related - Self-groom,,930,1014,Stress-Related - Vigilance,,1014,1035,Stress-Related - Self-groom,,1100,1214,Stress-Related - Vigilance,,1348,1414,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Other,Other,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Less than 2 m,Less than 2 m,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,,06/17/2026 11:29:56,,methall@wisc.edu
06/17/2026 10:09 AM,Polli,Cloudy,78,42,44,Stress-Related - Yawn,,124,735,Affiliative - Contact sit,Tracy Chapman,805,903,Affiliative - Contact sit,Tracy Chapman,917,930,Stress-Related - Self-groom,,949,956,Stress-Related - Vigilance,,956,1015,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,,,,,,,,,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,06/17/2026 11:29:58,,methall@wisc.edu
06/17/2026 10:24 AM,Tracy Champan,Cloudy,80,1312,1316,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,,06/17/2026 11:29:59,,methall@wisc.edu
06/17/2026 10:34 AM,Autumn,Cloudy,80,255,306,Stress-Related - Vigilance,,320,329,Stress-Related - Vigilance,,407,414,Stress-Related - Self-groom,,728,739,Stress-Related - Vigilance,,1325,1331,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,,06/17/2026 11:30:04,,methall@wisc.edu
06/17/2026 10:49 AM,Chagall,Cloudy,80,0,241,Affiliative - Contact sit,Tracy Chapman,4,241,Affiliative - Mutual grooming,Tracy Chapman,309,353,Stress-Related - Vigilance,,415,420,Stress-Related - Vigilance,,420,427,Stress-Related - Self-groom,,427,520,Stress-Related - Vigilance,,520,530,Stress-Related - Self-groom,,530,913,Stress-Related - Vigilance,,913,924,Stress-Related - Self-groom,,924,927,Stress-Related - Self-scratch,,927,1006,Stress-Related - Vigilance,,1006,1015,Stress-Related - Self-groom,,1015,1027,Stress-Related - Vigilance,,1027,1040,Stress-Related - Self-groom,,1044,1104,Affiliative - Contact sit,Tracy Chapman,1046,1100,Affiliative - Receive grooming,Tracy Chapman,1100,1122,Stress-Related - Vigilance,,1122,1157,Stress-Related - Self-groom,,1157,1234,Stress-Related - Vigilance,,1234,1320,Stress-Related - Self-groom,,1320,1330,Stress-Related - Vigilance,,1330,1338,Stress-Related - Self-groom,,1338,1342,Stress-Related - Vigilance,,1354,1438,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Social,Locomotion,Locomotion,Other,Other,Other,Other,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,Over 5 m,,,,,,,,,Body contact,Body contact,2-5 m,2-5 m,Over 5 m,Over 5 m,2-5 m,Less than 2 m,,06/17/2026 11:30:07,,methall@wisc.edu
06/17/2026 11:03 AM,Polli,Cloudy,80,0,22,Stress-Related - Vigilance,,22,26,Stress-Related - Self-scratch,,26,34,Stress-Related - Self-groom,,123,132,Stress-Related - Vigilance,,132,136,Stress-Related - Self-scratch,,140,201,Stress-Related - Self-groom,Polli,201,218,Stress-Related - Vigilance,,232,238,Stress-Related - Self-scratch,,451,502,Stress-Related - Vigilance,,502,510,Stress-Related - Self-groom,,546,632,Stress-Related - Vigilance,,838,906,Stress-Related - Vigilance,,906,917,Stress-Related - Self-groom,,917,921,Stress-Related - Self-scratch,,921,939,Stress-Related - Self-groom,,939,952,Stress-Related - Vigilance,,958,1036,Stress-Related - Self-groom,,1036,1047,Stress-Related - Vigilance,,1047,1104,Stress-Related - Self-groom,,1115,1120,Stress-Related - Vigilance,,1120,1138,Stress-Related - Self-groom,,1138,1150,Stress-Related - Vigilance,,1150,1239,Stress-Related - Self-groom,,1303,1500,Affiliative - Contact sit,Tracy Chapman,1306,1312,Affiliative - Mutual grooming,Tracy Chapman,1315,1405,Affiliative - Receive grooming,Tracy Chapman,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Rest,Other,Rest,Other,Other,Social,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,Body contact,,06/17/2026 11:30:08,,methall@wisc.edu
06/20/2026 10:26 AM,Tracy Champan,Cloudy,86,0,1500,Affiliative - Contact sit,"Autumn, Chagall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,,,,,,,,,,06/22/2026 10:51:31,,methall@wisc.edu
06/20/2026 10:42 AM,Autumn,Cloudy,86,0,914,Affiliative - Contact sit,"Chagall, Tracy Chapman",1213,1330,Stress-Related - Self-groom,,914,1500,Affiliative - Contact sit,Tracy Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,,06/22/2026 10:51:34,,methall@wisc.edu
06/20/2026 10:52 AM,Chagall,Cloudy,87,308,1500,Affiliative - Contact sit,Autumn,839,913,Affiliative - Give grooming,Autumn,913,1038,Affiliative - Receive grooming,Autumn,1102,1145,Affiliative - Mutual grooming,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Social,Social,Rest,Less than 2 m,Less than 2 m,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,06/22/2026 10:51:38,,methall@wisc.edu
06/20/2026 11:06 AM,Polli,Sunny,87,255,259,Stress-Related - Vigilance,Chagall,1437,1450,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/22/2026 10:51:42,,methall@wisc.edu
06/26/2026 11:06 AM,Autumn,Sunny,87,0,543,Affiliative - Contact sit,Chagall,412,420,Affiliative - Give grooming,Chagall,420,435,Affiliative - Receive grooming,Chagall,451,523,Affiliative - Receive grooming,Chagall,549,555,Stress-Related - Self-scratch,,616,637,Stress-Related - Self-groom,,649,657,Stress-Related - Self-groom,,732,747,Stress-Related - Self-groom,,757,806,Stress-Related - Self-groom,,1259,1303,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Other,Other,Rest,Rest,Rest,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Body contact,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/26/2026 11:41:45,,methall@wisc.edu
06/26/2026 11:21 AM,Polli,Sunny,87,213,246,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/26/2026 11:41:53,,methall@wisc.edu
